Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,16,0.31,0.31,0.3690939846852052
75% Corpus,16,0.31,0.61,0.3836084595551392
75% Corpus,16,0.31,0.9099999999999999,0.3249509555019021
75% Corpus,16,0.31,symmetric,0.3269502105574292
75% Corpus,16,0.61,0.01,0.3599070984308026
75% Corpus,16,0.61,0.31,0.3515501735313723
75% Corpus,16,0.61,0.61,0.3444356203182466
75% Corpus,16,0.61,0.9099999999999999,0.31655969299300807
75% Corpus,16,0.61,symmetric,0.3518933420032301
75% Corpus,16,0.9099999999999999,0.01,0.3417422075709352
75% Corpus,16,0.9099999999999999,0.31,0.3366599929162113
75% Corpus,16,0.9099999999999999,0.61,0.3441554316077263
75% Corpus,16,0.9099999999999999,0.9099999999999999,0.3161929037210779
75% Corpus,16,0.9099999999999999,symmetric,0.3300538122981138
75% Corpus,16,symmetric,0.01,0.31996313942281235
75% Corpus,16,symmetric,0.31,0.3292937780686722
75% Corpus,16,symmetric,0.61,0.37299424464764297
75% Corpus,16,symmetric,0.9099999999999999,0.33422464387723544
75% Corpus,16,symmetric,symmetric,0.32281670306955207
75% Corpus,16,asymmetric,0.01,0.32803244395157527
75% Corpus,16,asymmetric,0.31,0.38111861509685246
75% Corpus,16,asymmetric,0.61,0.38163203379862903
75% Corpus,16,asymmetric,0.9099999999999999,0.332251047922494
75% Corpus,16,asymmetric,symmetric,0.32974430149124423
75% Corpus,17,0.01,0.01,0.3280964093866542
75% Corpus,17,0.01,0.31,0.3647088674729027
75% Corpus,17,0.01,0.61,0.3605814870934977
75% Corpus,17,0.01,0.9099999999999999,0.34406472469445026
75% Corpus,17,0.01,symmetric,0.3309719569669919
75% Corpus,17,0.31,0.01,0.34388030685367943
75% Corpus,17,0.31,0.31,0.39181281392959044
75% Corpus,17,0.31,0.61,0.365320932811668
75% Corpus,17,0.31,0.9099999999999999,0.3329214945986958
75% Corpus,17,0.31,symmetric,0.3292416205064036
75% Corpus,17,0.61,0.01,0.34188012622404035
75% Corpus,17,0.61,0.31,0.36709019214624905
75% Corpus,17,0.61,0.61,0.3342198970994258
75% Corpus,17,0.61,0.9099999999999999,0.3303038054930809
75% Corpus,17,0.61,symmetric,0.3224850365217701
75% Corpus,17,0.9099999999999999,0.01,0.33578605810559725
75% Corpus,17,0.9099999999999999,0.31,0.34638557662641
75% Corpus,17,0.9099999999999999,0.61,0.3511063915008946
75% Corpus,17,0.9099999999999999,0.9099999999999999,0.3279419742211512
75% Corpus,17,0.9099999999999999,symmetric,0.3273257212968566
75% Corpus,17,symmetric,0.01,0.33995868489128045
75% Corpus,17,symmetric,0.31,0.3870550230958806
75% Corpus,17,symmetric,0.61,0.37294247287112
75% Corpus,17,symmetric,0.9099999999999999,0.3252050567960059
75% Corpus,17,symmetric,symmetric,0.3326886758016455
75% Corpus,17,asymmetric,0.01,0.3411763316180064
75% Corpus,17,asymmetric,0.31,0.3722533462559009
75% Corpus,17,asymmetric,0.61,0.332751072798232
75% Corpus,17,asymmetric,0.9099999999999999,0.32560379215139407
75% Corpus,17,asymmetric,symmetric,0.3334245233269567
75% Corpus,18,0.01,0.01,0.3174388996884686
75% Corpus,18,0.01,0.31,0.3553960992529865
75% Corpus,18,0.01,0.61,0.3510768077694339
75% Corpus,18,0.01,0.9099999999999999,0.33878202235510313
75% Corpus,18,0.01,symmetric,0.3159671785442326
75% Corpus,18,0.31,0.01,0.3350198626173391
75% Corpus,18,0.31,0.31,0.4022408973134202
75% Corpus,18,0.31,0.61,0.34508776425076504
75% Corpus,18,0.31,0.9099999999999999,0.3554295678233952
75% Corpus,18,0.31,symmetric,0.31422445542584343
75% Corpus,18,0.61,0.01,0.3410816770076485
75% Corpus,18,0.61,0.31,0.3829954435871881
75% Corpus,18,0.61,0.61,0.36593569222869105
75% Corpus,18,0.61,0.9099999999999999,0.323134461712477
75% Corpus,18,0.61,symmetric,0.3405883158926878
75% Corpus,18,0.9099999999999999,0.01,0.3441897830063093
75% Corpus,18,0.9099999999999999,0.31,0.3402011688601825
75% Corpus,18,0.9099999999999999,0.61,0.3453085300744514
75% Corpus,18,0.9099999999999999,0.9099999999999999,0.3221940639338064
75% Corpus,18,0.9099999999999999,symmetric,0.3228244459387774
75% Corpus,18,symmetric,0.01,0.32623607518278297
75% Corpus,18,symmetric,0.31,0.39586807784065603
75% Corpus,18,symmetric,0.61,0.38586756146962103
75% Corpus,18,symmetric,0.9099999999999999,0.36335748416493446
75% Corpus,18,symmetric,symmetric,0.3142169199668712
75% Corpus,18,asymmetric,0.01,0.32806618407204396
75% Corpus,18,asymmetric,0.31,0.3574578968315167
75% Corpus,18,asymmetric,0.61,0.37683681463963004
75% Corpus,18,asymmetric,0.9099999999999999,0.31789208852257445
75% Corpus,18,asymmetric,symmetric,0.330910545548775
75% Corpus,19,0.01,0.01,0.3308033512031437
75% Corpus,19,0.01,0.31,0.3724800145623943
75% Corpus,19,0.01,0.61,0.3624923528053998
75% Corpus,19,0.01,0.9099999999999999,0.326118262045112
75% Corpus,19,0.01,symmetric,0.3281974329194379
75% Corpus,19,0.31,0.01,0.32039988540105413
75% Corpus,19,0.31,0.31,0.3421896074550546
75% Corpus,19,0.31,0.61,0.38661249067826825
75% Corpus,19,0.31,0.9099999999999999,0.3537466037368499
75% Corpus,19,0.31,symmetric,0.33701184471425727
75% Corpus,19,0.61,0.01,0.3411494717779312
75% Corpus,19,0.61,0.31,0.3470070056395974
75% Corpus,19,0.61,0.61,0.3546964690043996
75% Corpus,19,0.61,0.9099999999999999,0.33884735283063633
75% Corpus,19,0.61,symmetric,0.3210919132253415
75% Corpus,19,0.9099999999999999,0.01,0.34763552915708673
75% Corpus,19,0.9099999999999999,0.31,0.34498989767678395
75% Corpus,19,0.9099999999999999,0.61,0.3472277898423031
75% Corpus,19,0.9099999999999999,0.9099999999999999,0.31631431240521
75% Corpus,19,0.9099999999999999,symmetric,0.33902601086596057
75% Corpus,19,symmetric,0.01,0.34758412311323444
75% Corpus,19,symmetric,0.31,0.38871018322944384
75% Corpus,19,symmetric,0.61,0.3806631384375561
75% Corpus,19,symmetric,0.9099999999999999,0.3539772607111662
75% Corpus,19,symmetric,symmetric,0.336576008778409
75% Corpus,19,asymmetric,0.01,0.3294631026448631
75% Corpus,19,asymmetric,0.31,0.3660080719981214
75% Corpus,19,asymmetric,0.61,0.36460349014679216
75% Corpus,19,asymmetric,0.9099999999999999,0.2909489320626637
75% Corpus,19,asymmetric,symmetric,0.3418402021993028
75% Corpus,20,0.01,0.01,0.31602114721348706
75% Corpus,20,0.01,0.31,0.3645526198145501
75% Corpus,20,0.01,0.61,0.35214730394742566
75% Corpus,20,0.01,0.9099999999999999,0.3663997118785868
75% Corpus,20,0.01,symmetric,0.31968011651443423
75% Corpus,20,0.31,0.01,0.321917686262325
75% Corpus,20,0.31,0.31,0.3532501235088297
75% Corpus,20,0.31,0.61,0.38657518948260555
75% Corpus,20,0.31,0.9099999999999999,0.3317293869364661
75% Corpus,20,0.31,symmetric,0.31795226586214614
75% Corpus,20,0.61,0.01,0.34236151032511913
75% Corpus,20,0.61,0.31,0.3255065623210066
75% Corpus,20,0.61,0.61,0.33077199042339545
75% Corpus,20,0.61,0.9099999999999999,0.3261699097739272
75% Corpus,20,0.61,symmetric,0.3425705058327115
75% Corpus,20,0.9099999999999999,0.01,0.3590844564353959
75% Corpus,20,0.9099999999999999,0.31,0.3549304992587998
75% Corpus,20,0.9099999999999999,0.61,0.3440667372279709
75% Corpus,20,0.9099999999999999,0.9099999999999999,0.3246137508997726
75% Corpus,20,0.9099999999999999,symmetric,0.345449535867628
75% Corpus,20,symmetric,0.01,0.3204638591973299
75% Corpus,20,symmetric,0.31,0.34070184234490897
75% Corpus,20,symmetric,0.61,0.37256090217427507
75% Corpus,20,symmetric,0.9099999999999999,0.3544499459164877
75% Corpus,20,symmetric,symmetric,0.30502317325629913
75% Corpus,20,asymmetric,0.01,0.3579308328001801
75% Corpus,20,asymmetric,0.31,0.3932904712116888
75% Corpus,20,asymmetric,0.61,0.36405545919255666
75% Corpus,20,asymmetric,0.9099999999999999,0.3264010719634869
75% Corpus,20,asymmetric,symmetric,0.3439047836485929
75% Corpus,21,0.01,0.01,0.3512557262225946
75% Corpus,21,0.01,0.31,0.3747788089738888
75% Corpus,21,0.01,0.61,0.3839854191444725
75% Corpus,21,0.01,0.9099999999999999,0.34878151161407295
75% Corpus,21,0.01,symmetric,0.31915468215859005
75% Corpus,21,0.31,0.01,0.32747731538484587
75% Corpus,21,0.31,0.31,0.3967933226306386
75% Corpus,21,0.31,0.61,0.4263250537232374
75% Corpus,21,0.31,0.9099999999999999,0.3168577058370829
75% Corpus,21,0.31,symmetric,0.3158620119650826
75% Corpus,21,0.61,0.01,0.3328791431358362
75% Corpus,21,0.61,0.31,0.3652233404574654
75% Corpus,21,0.61,0.61,0.34559871048545027
75% Corpus,21,0.61,0.9099999999999999,0.31314723085888635
75% Corpus,21,0.61,symmetric,0.3314085319364143
75% Corpus,21,0.9099999999999999,0.01,0.3468823888555469
75% Corpus,21,0.9099999999999999,0.31,0.3516351929845765
75% Corpus,21,0.9099999999999999,0.61,0.3429373686142549
75% Corpus,21,0.9099999999999999,0.9099999999999999,0.3156390787798436
75% Corpus,21,0.9099999999999999,symmetric,0.3424828662955256
75% Corpus,21,symmetric,0.01,0.3549753410263886
75% Corpus,21,symmetric,0.31,0.34127030395049257
75% Corpus,21,symmetric,0.61,0.34379027104039145
75% Corpus,21,symmetric,0.9099999999999999,0.3382685109860976
75% Corpus,21,symmetric,symmetric,0.3315550512023584
75% Corpus,21,asymmetric,0.01,0.3270302774362564
75% Corpus,21,asymmetric,0.31,0.3398350301110377
75% Corpus,21,asymmetric,0.61,0.37321768546539363
75% Corpus,21,asymmetric,0.9099999999999999,0.3116377863885702
75% Corpus,21,asymmetric,symmetric,0.3187732426085272
75% Corpus,22,0.01,0.01,0.3259250515514363
75% Corpus,22,0.01,0.31,0.36363632081688907
75% Corpus,22,0.01,0.61,0.36805083529260063
75% Corpus,22,0.01,0.9099999999999999,0.3390429787570347
75% Corpus,22,0.01,symmetric,0.31152990157279475
75% Corpus,22,0.31,0.01,0.3496603868685365
75% Corpus,22,0.31,0.31,0.38037950656988234
75% Corpus,22,0.31,0.61,0.37863119570307047
75% Corpus,22,0.31,0.9099999999999999,0.3481720063817821
75% Corpus,22,0.31,symmetric,0.3407359964972969
75% Corpus,22,0.61,0.01,0.3331038828274086
75% Corpus,22,0.61,0.31,0.35793926082272126
75% Corpus,22,0.61,0.61,0.3677426409743597
75% Corpus,22,0.61,0.9099999999999999,0.336168205517432
75% Corpus,22,0.61,symmetric,0.3361085300258541
75% Corpus,22,0.9099999999999999,0.01,0.332387433707113
75% Corpus,22,0.9099999999999999,0.31,0.32031808437568837
75% Corpus,22,0.9099999999999999,0.61,0.31434054550796797
75% Corpus,22,0.9099999999999999,0.9099999999999999,0.32085370275040703
75% Corpus,22,0.9099999999999999,symmetric,0.32124496473829356
75% Corpus,22,symmetric,0.01,0.3097779451217295
75% Corpus,22,symmetric,0.31,0.4010228923528877
75% Corpus,22,symmetric,0.61,0.38082263431131597
75% Corpus,22,symmetric,0.9099999999999999,0.318558271450467
75% Corpus,22,symmetric,symmetric,0.30542180000310915
75% Corpus,22,asymmetric,0.01,0.34075077812448273
75% Corpus,22,asymmetric,0.31,0.3655316161894313
75% Corpus,22,asymmetric,0.61,0.35291812530994116
75% Corpus,22,asymmetric,0.9099999999999999,0.31880364156124746
75% Corpus,22,asymmetric,symmetric,0.34817360777634615
75% Corpus,23,0.01,0.01,0.3456078246741736
75% Corpus,23,0.01,0.31,0.35676292878690097
75% Corpus,23,0.01,0.61,0.3503814104502329
75% Corpus,23,0.01,0.9099999999999999,0.3196379475021372
75% Corpus,23,0.01,symmetric,0.3238486909811582
75% Corpus,23,0.31,0.01,0.3274835270978552
75% Corpus,23,0.31,0.31,0.36393830228179475
75% Corpus,23,0.31,0.61,0.34932565670146554
75% Corpus,23,0.31,0.9099999999999999,0.31995834562181613
75% Corpus,23,0.31,symmetric,0.32173802593393275
75% Corpus,23,0.61,0.01,0.32998665349874057
75% Corpus,23,0.61,0.31,0.3595725581865422
75% Corpus,23,0.61,0.61,0.3472855808974511
75% Corpus,23,0.61,0.9099999999999999,0.31869151604508633
75% Corpus,23,0.61,symmetric,0.32288410913991406
75% Corpus,23,0.9099999999999999,0.01,0.3575272584839341
75% Corpus,23,0.9099999999999999,0.31,0.3353593524156169
75% Corpus,23,0.9099999999999999,0.61,0.3487565599115907
75% Corpus,23,0.9099999999999999,0.9099999999999999,0.3065590537207483
75% Corpus,23,0.9099999999999999,symmetric,0.3457974659318858
75% Corpus,23,symmetric,0.01,0.31694296332978583
75% Corpus,23,symmetric,0.31,0.34935686583976533
75% Corpus,23,symmetric,0.61,0.35632341537866075
75% Corpus,23,symmetric,0.9099999999999999,0.3373505170613642
75% Corpus,23,symmetric,symmetric,0.33077219505984146
75% Corpus,23,asymmetric,0.01,0.3230775577671517
75% Corpus,23,asymmetric,0.31,0.36813600775003585
75% Corpus,23,asymmetric,0.61,0.37619833637275363
75% Corpus,23,asymmetric,0.9099999999999999,0.3144401657304949
75% Corpus,23,asymmetric,symmetric,0.3195023733618988
75% Corpus,24,0.01,0.01,0.3155361223788262
75% Corpus,24,0.01,0.31,0.3870712142343459
75% Corpus,24,0.01,0.61,0.37886075850736184
75% Corpus,24,0.01,0.9099999999999999,0.32995487828135306
75% Corpus,24,0.01,symmetric,0.32063020510651863
75% Corpus,24,0.31,0.01,0.33058652952700673
75% Corpus,24,0.31,0.31,0.37944097843917246
75% Corpus,24,0.31,0.61,0.3607757482992491
75% Corpus,24,0.31,0.9099999999999999,0.3412363941502956
75% Corpus,24,0.31,symmetric,0.3315446726615482
75% Corpus,24,0.61,0.01,0.3545346580525349
75% Corpus,24,0.61,0.31,0.3415032045068258
75% Corpus,24,0.61,0.61,0.38121819221257935
75% Corpus,24,0.61,0.9099999999999999,0.32179769079554627
75% Corpus,24,0.61,symmetric,0.35682036553216595
75% Corpus,24,0.9099999999999999,0.01,0.3360110709343951
75% Corpus,24,0.9099999999999999,0.31,0.3497822298197255
75% Corpus,24,0.9099999999999999,0.61,0.3589897222314399
75% Corpus,24,0.9099999999999999,0.9099999999999999,0.31990346009103443
75% Corpus,24,0.9099999999999999,symmetric,0.3226884419102425
75% Corpus,24,symmetric,0.01,0.321029476851905
75% Corpus,24,symmetric,0.31,0.3509973227845393
75% Corpus,24,symmetric,0.61,0.3704090628132895
75% Corpus,24,symmetric,0.9099999999999999,0.3305525076065876
75% Corpus,24,symmetric,symmetric,0.3071434619506114
75% Corpus,24,asymmetric,0.01,0.3552413861728472
75% Corpus,24,asymmetric,0.31,0.40816593107062255
75% Corpus,24,asymmetric,0.61,0.3547223209460099
75% Corpus,24,asymmetric,0.9099999999999999,0.2948719077910969
75% Corpus,24,asymmetric,symmetric,0.33788637117894477
75% Corpus,25,0.01,0.01,0.35079104560075414
75% Corpus,25,0.01,0.31,0.36118620455067885
75% Corpus,25,0.01,0.61,0.34618139470582265
75% Corpus,25,0.01,0.9099999999999999,0.3350191592455104
75% Corpus,25,0.01,symmetric,0.30911225023754485
75% Corpus,25,0.31,0.01,0.32537036873739056
75% Corpus,25,0.31,0.31,0.33641164449742816
75% Corpus,25,0.31,0.61,0.35851910673283266
75% Corpus,25,0.31,0.9099999999999999,0.324752661467677
75% Corpus,25,0.31,symmetric,0.315287144641609
75% Corpus,25,0.61,0.01,0.3214941568828662
75% Corpus,25,0.61,0.31,0.3393157251451809
75% Corpus,25,0.61,0.61,0.3231398995720388
75% Corpus,25,0.61,0.9099999999999999,0.31445200385730215
75% Corpus,25,0.61,symmetric,0.3241893439401175
75% Corpus,25,0.9099999999999999,0.01,0.3497862290342113
75% Corpus,25,0.9099999999999999,0.31,0.34828428600822225
75% Corpus,25,0.9099999999999999,0.61,0.35944124112417186
75% Corpus,25,0.9099999999999999,0.9099999999999999,0.31673018085979027
75% Corpus,25,0.9099999999999999,symmetric,0.34424369852441417
75% Corpus,25,symmetric,0.01,0.3469334797672411
75% Corpus,25,symmetric,0.31,0.3674152411784511
75% Corpus,25,symmetric,0.61,0.36760489554154563
75% Corpus,25,symmetric,0.9099999999999999,0.32903062333241506
75% Corpus,25,symmetric,symmetric,0.33765414417746586
75% Corpus,25,asymmetric,0.01,0.3271327180953249
75% Corpus,25,asymmetric,0.31,0.3211478674437191
75% Corpus,25,asymmetric,0.61,0.36380686012494984
75% Corpus,25,asymmetric,0.9099999999999999,0.3479962170795353
75% Corpus,25,asymmetric,symmetric,0.3218856979244519
75% Corpus,26,0.01,0.01,0.3157858336773982
75% Corpus,26,0.01,0.31,0.3581292735145548
75% Corpus,26,0.01,0.61,0.36420863298803335
75% Corpus,26,0.01,0.9099999999999999,0.32862727607781045
75% Corpus,26,0.01,symmetric,0.30723527874752077
75% Corpus,26,0.31,0.01,0.33777852486649657
75% Corpus,26,0.31,0.31,0.38240559856567574
75% Corpus,26,0.31,0.61,0.36927711967084853
75% Corpus,26,0.31,0.9099999999999999,0.3309557049384378
75% Corpus,26,0.31,symmetric,0.3477772065748404
75% Corpus,26,0.61,0.01,0.3435823835364999
75% Corpus,26,0.61,0.31,0.3437627904693289
75% Corpus,26,0.61,0.61,0.3789859412319268
75% Corpus,26,0.61,0.9099999999999999,0.3109570489034803
75% Corpus,26,0.61,symmetric,0.33428067442568876
75% Corpus,26,0.9099999999999999,0.01,0.34270823035520476
75% Corpus,26,0.9099999999999999,0.31,0.3309356011051077
75% Corpus,26,0.9099999999999999,0.61,0.3346309817298111
75% Corpus,26,0.9099999999999999,0.9099999999999999,0.34175877196282595
75% Corpus,26,0.9099999999999999,symmetric,0.33314254673309124
75% Corpus,26,symmetric,0.01,0.32509928374263614
75% Corpus,26,symmetric,0.31,0.3662116058039764
75% Corpus,26,symmetric,0.61,0.4089547937315372
75% Corpus,26,symmetric,0.9099999999999999,0.32098956888831565
75% Corpus,26,symmetric,symmetric,0.3111207179117248
75% Corpus,26,asymmetric,0.01,0.32924107073956654
75% Corpus,26,asymmetric,0.31,0.3436246491911969
75% Corpus,26,asymmetric,0.61,0.3491310611788998
75% Corpus,26,asymmetric,0.9099999999999999,0.3611606043704396
75% Corpus,26,asymmetric,symmetric,0.3608615456681481
75% Corpus,27,0.01,0.01,0.3383271173344523
75% Corpus,27,0.01,0.31,0.36049372628470394
75% Corpus,27,0.01,0.61,0.3859193608555515
75% Corpus,27,0.01,0.9099999999999999,0.34367429550676093
75% Corpus,27,0.01,symmetric,0.32873965456275633
75% Corpus,27,0.31,0.01,0.3175147351601371
75% Corpus,27,0.31,0.31,0.33693120666428267
75% Corpus,27,0.31,0.61,0.3489443162863494
75% Corpus,27,0.31,0.9099999999999999,0.31300487152984147
75% Corpus,27,0.31,symmetric,0.35201934390910417
75% Corpus,27,0.61,0.01,0.32476757619039043
75% Corpus,27,0.61,0.31,0.3672647095624422
75% Corpus,27,0.61,0.61,0.3607026778868187
75% Corpus,27,0.61,0.9099999999999999,0.32955767586382756
75% Corpus,27,0.61,symmetric,0.31864544910874987
75% Corpus,27,0.9099999999999999,0.01,0.33611784533122757
75% Corpus,27,0.9099999999999999,0.31,0.360180862884718
75% Corpus,27,0.9099999999999999,0.61,0.34282686947738816
75% Corpus,27,0.9099999999999999,0.9099999999999999,0.302160162636249
75% Corpus,27,0.9099999999999999,symmetric,0.34760834704719423
75% Corpus,27,symmetric,0.01,0.3247506956092767
75% Corpus,27,symmetric,0.31,0.38127050903510634
75% Corpus,27,symmetric,0.61,0.36252313301217665
75% Corpus,27,symmetric,0.9099999999999999,0.35405218731786076
75% Corpus,27,symmetric,symmetric,0.3235336842538989
75% Corpus,27,asymmetric,0.01,0.32855292966290706
75% Corpus,27,asymmetric,0.31,0.3364373333956469
75% Corpus,27,asymmetric,0.61,0.37183345402158435
75% Corpus,27,asymmetric,0.9099999999999999,0.3019489189672015
75% Corpus,27,asymmetric,symmetric,0.31430181406949464
75% Corpus,28,0.01,0.01,0.33830628472398794
75% Corpus,28,0.01,0.31,0.3928416165411254
75% Corpus,28,0.01,0.61,0.3927966658468132
75% Corpus,28,0.01,0.9099999999999999,0.327235146208099
75% Corpus,28,0.01,symmetric,0.33703294980527027
75% Corpus,28,0.31,0.01,0.3526204193713684
75% Corpus,28,0.31,0.31,0.3632581141134158
75% Corpus,28,0.31,0.61,0.37845547930323103
75% Corpus,28,0.31,0.9099999999999999,0.3236550543294271
75% Corpus,28,0.31,symmetric,0.3258242968651331
75% Corpus,28,0.61,0.01,0.33667685445939016
75% Corpus,28,0.61,0.31,0.38181689228218624
75% Corpus,28,0.61,0.61,0.36890813324009464
75% Corpus,28,0.61,0.9099999999999999,0.31411616850764434
75% Corpus,28,0.61,symmetric,0.3383510773262819
75% Corpus,28,0.9099999999999999,0.01,0.329718186046612
75% Corpus,28,0.9099999999999999,0.31,0.36942858821885166
75% Corpus,28,0.9099999999999999,0.61,0.3581228456614744
75% Corpus,28,0.9099999999999999,0.9099999999999999,0.3389508517437903
75% Corpus,28,0.9099999999999999,symmetric,0.3218441814131343
75% Corpus,28,symmetric,0.01,0.31682541671131037
75% Corpus,28,symmetric,0.31,0.3670991375295604
75% Corpus,28,symmetric,0.61,0.3552181505788928
75% Corpus,28,symmetric,0.9099999999999999,0.34336625678440663
75% Corpus,28,symmetric,symmetric,0.3127749809022386
75% Corpus,28,asymmetric,0.01,0.3436791186987814
75% Corpus,28,asymmetric,0.31,0.38602793960975085
75% Corpus,28,asymmetric,0.61,0.36473089628550637
75% Corpus,28,asymmetric,0.9099999999999999,0.33144139410940643
75% Corpus,28,asymmetric,symmetric,0.35818326495569675
75% Corpus,29,0.01,0.01,0.3556142180810179
75% Corpus,29,0.01,0.31,0.3475319142185144
75% Corpus,29,0.01,0.61,0.3657305238792441
75% Corpus,29,0.01,0.9099999999999999,0.3194872314824312
75% Corpus,29,0.01,symmetric,0.34901709428113176
75% Corpus,29,0.31,0.01,0.32983415091482754
75% Corpus,29,0.31,0.31,0.3762053250378361
75% Corpus,29,0.31,0.61,0.33336739650737396
75% Corpus,29,0.31,0.9099999999999999,0.32508545850045273
75% Corpus,29,0.31,symmetric,0.3140236142742069
75% Corpus,29,0.61,0.01,0.3227897329787093
75% Corpus,29,0.61,0.31,0.3401761699414391
75% Corpus,29,0.61,0.61,0.34144894029590955
75% Corpus,29,0.61,0.9099999999999999,0.3384849418494265
75% Corpus,29,0.61,symmetric,0.3333627319654997
75% Corpus,29,0.9099999999999999,0.01,0.3640757130444004
75% Corpus,29,0.9099999999999999,0.31,0.332119715506378
75% Corpus,29,0.9099999999999999,0.61,0.335295473857001
75% Corpus,29,0.9099999999999999,0.9099999999999999,0.30490907623309255
75% Corpus,29,0.9099999999999999,symmetric,0.34617940525539975
75% Corpus,29,symmetric,0.01,0.34445568633653956
75% Corpus,29,symmetric,0.31,0.3683682762930023
75% Corpus,29,symmetric,0.61,0.3678181565436947
75% Corpus,29,symmetric,0.9099999999999999,0.3380956105816166
75% Corpus,29,symmetric,symmetric,0.33690114541414884
75% Corpus,29,asymmetric,0.01,0.3320341571113514
75% Corpus,29,asymmetric,0.31,0.3506176575909341
75% Corpus,29,asymmetric,0.61,0.3793086123711255
75% Corpus,29,asymmetric,0.9099999999999999,0.3158485683438005
75% Corpus,29,asymmetric,symmetric,0.3142474408069422
100% Corpus,2,0.01,0.01,0.3579660236001009
100% Corpus,2,0.01,0.31,0.4043949096835942
100% Corpus,2,0.01,0.61,0.4331242413921166
100% Corpus,2,0.01,0.9099999999999999,0.36651190370776277
100% Corpus,2,0.01,symmetric,0.3332841194171937
100% Corpus,2,0.31,0.01,0.36486302811690857
100% Corpus,2,0.31,0.31,0.38839120567575836
100% Corpus,2,0.31,0.61,0.3937030905127248
